pred_class,p_orig,comprehensiveness,sufficiency,deletion_auc,n_words,k
1,0.9691565930160926,-0.000865768975014114,0.876134621679185,0.8822297398565798,7,1
0,0.6749675512015532,-0.13410930585129133,-0.11263274032926363,0.6947212657325129,26,5
1,0.9994159903311955,-0.0004987917163776778,0.9897599763755076,0.908150277320949,10,2
1,0.9929441343983046,-0.0023979196194990893,0.5884452322801279,0.9000868788277288,15,3
1,0.9825628559757228,-0.008764143314391348,0.8260951505308793,0.8956895192044645,13,3
1,0.9998703034205518,0.05133998811791152,-0.00011647447873264216,0.8448062312464709,6,1
1,0.9863994846680831,-0.00028133908545879827,0.9668799858714244,0.8969991921096313,7,1
1,0.9206207832501199,0.19378590806035167,0.31701753115139153,0.6206349754894919,70,14
1,0.9929797980195296,-0.003674160234350299,0.991973804063282,0.9045580491717389,6,1
1,0.9999991524390082,-2.863223750315669e-07,0.7118240539126498,0.9090868466886485,11,2
0,0.7423856236290186,-0.00014940321409817603,-0.15820937843797112,0.6594631280366231,13,3
1,0.9999674949190062,-1.36743308036813e-05,0.8387679768509342,0.9090686191089492,6,1
1,0.5654240557239781,0.5486153600270067,-0.4117619287006039,0.18540877563907457,33,7
1,0.9924344823179451,0.03824110620250021,0.10874148606114853,0.7745596354055994,25,5
0,0.5780092243738626,0.010119304701062815,-0.40153876044965275,0.5209383974733443,7,1
1,0.6401215869006136,-0.021266340709765963,0.4026981088609026,0.5205861641074109,40,8
1,0.9704446318286425,0.07364771847498952,0.6810834404631556,0.8486653678526406,7,1
1,0.9984361638279429,-0.0012527996040504474,0.8655963596161561,0.9072085270744865,9,2
0,0.9165076974703485,-0.07957318688412185,0.8215837834156126,0.8812002942455487,17,3
1,0.9689270022018162,0.020641757530487803,0.9104415752146495,0.8746635948000445,9,2
1,0.9901317766569306,0.31083571150359357,-0.009863116782056425,0.7482828911868058,15,3
0,0.7055488366534066,-0.2616796574529163,0.16135400135653455,0.8143824564121115,8,2
1,0.7794103561342339,-0.016895753368910582,0.4713737255772582,0.660308186645279,8,2
1,0.9642900638526266,0.0030055750589038643,0.8623808183528436,0.8420644919564663,19,4
1,0.9996903412460856,-0.00025794630564879295,0.9604476232309584,0.9089399539486084,5,1
1,0.9998861061539865,0.0003663742932185077,0.04047733258892894,0.9088366130985052,11,2
1,0.9992625154883634,0.012667920844388836,0.01849101583330881,0.9022739915254424,18,4
1,0.9980395790498925,0.003705596274191314,0.29828513441358784,0.9065723691610205,15,3
1,0.9747843402868521,-0.019136499735769696,0.9026153312465582,0.8970672674726625,8,2
1,0.9989695892458162,-0.00019938787330175956,0.7969465494560097,0.9084789063909113,26,5
1,0.9922909448551391,0.7873157306849664,-0.007592380214883732,0.49790325332094254,9,2
1,0.8868565615426199,0.19835424438265914,0.8292448949263111,0.6897809397369042,13,3
0,0.5937976960542497,-0.3687733982187189,0.2725180712449663,0.7515734247671516,63,13
1,0.9999999729502586,-1.0708327002895146e-08,0.3359929477188155,0.9090908900514836,6,1
1,0.9999822968376308,-1.4697326998214244e-05,0.9801195050125866,0.9090525160011397,5,1
1,0.9999916598296505,0.0005891367607713249,0.00021457939221147804,0.9082776369293003,21,4
1,0.7041867425310174,-0.013278366745177017,0.6146089503158907,0.6223930700277507,5,1
0,0.7076071019690122,0.02997138861202764,-0.28784359614263233,0.6252013817372589,7,1
1,0.5615828743420173,0.1968773806521602,0.033449784636150115,0.33013432630468986,19,4
1,0.9982508338352362,0.5226868789528653,-0.0016723389407911071,0.5967299282162073,17,3
1,0.9926268033255562,-0.0015577836677072021,0.7005579602450214,0.8671991907267507,9,2
1,0.919171002299674,0.2712317456106059,0.41293554307630254,0.7068391797282824,6,1
0,0.6854993180833578,0.6595296203032116,-0.3054237694954268,0.31161297366216895,5,1
1,0.9978634778494079,0.05155222855199171,0.000913742792125527,0.8801291416539929,38,8
1,0.9970260096011943,0.3777143552933899,-0.0029731203588816424,0.6901937551809886,5,1
1,0.9999892014949525,0.0030294785264781687,-2.142027811236069e-06,0.8608950866253079,9,2
1,0.9626610621653455,0.029499647858312827,0.6417044103267521,0.8599517730595888,5,1
1,0.9965076952950372,0.04815096272942787,0.03401020897065432,0.7014633867580129,8,2
1,0.966380795254768,0.8467438274340353,-0.03352053293315993,0.30064557722194174,10,2
1,0.9999921226743299,-7.768436545374513e-06,0.9117261594431288,0.9090876202568032,5,1
1,0.9636736096462085,0.7886524723747554,-0.035086450340371056,0.3364424840452641,11,2
1,0.999991247330486,-7.999083460275003e-06,0.9037675651303587,0.9090892593172957,24,5
1,0.9290540046767345,-0.013639678041146075,0.9019978263368627,0.8519826971416474,12,2
0,0.7232413725306743,-0.2561330314679636,0.6925251906816022,0.8732179074729145,58,12
1,0.9994950565626209,0.00010587276870810403,0.6065680443227366,0.9040505473145379,48,10
0,0.9264125870273211,0.016105299629414982,-0.050324655930055306,0.8342765384210171,5,1
0,0.8218663568975316,0.036735627606447774,-0.1672266890987354,0.7290415482809646,7,1
1,0.7775941759262455,-0.18012273676230084,0.7664154222849318,0.848627310437777,13,3
1,0.9745184168491966,0.7463846463518191,-0.024224726483996872,0.5037457520075401,5,1
1,0.9999971212233207,-1.3345966360933659e-06,0.544055969973691,0.9090850266852784,17,3
1,0.988525701404178,0.4474372317138281,-0.008680590304578684,0.6628398630376738,6,1
1,0.720339299083161,-0.09496700444210615,0.6888507326988498,0.7064738585529435,15,3
1,0.8841517381901937,-0.027689212866482404,0.8259974553497106,0.8244204355331067,12,2
1,0.9086232718885023,-0.02752003852968965,0.8267261866607956,0.8452373426118863,16,3
1,0.8846580722281405,0.6458718500968954,-0.06435984937032935,0.3987077786380279,28,6
1,0.9806227161072609,-0.010040475431680962,0.5183507559724072,0.8915149519661898,11,2
1,0.9999946967329842,2.2495940736888542e-06,0.802630442438663,0.9090852830252962,6,1
1,0.8816022808700308,-0.038659529312046526,0.7796426557186545,0.8235466122121221,9,2
0,0.5318931015723984,-0.278419307579183,0.038558141882242714,0.6323815268507995,11,2
1,0.634971300502643,-0.028610565215906325,0.6118303293409044,0.5801258263812872,7,1
1,0.9826592255571233,-0.007969169238890572,0.9318671268842152,0.8534985328003731,7,1
1,0.9115734255200566,0.08198119983980878,0.8774432975112437,0.8229599339465459,9,2
1,0.6453753978443043,0.016216302394524873,0.6299998494764286,0.46755237644534714,16,3
1,0.5032284668012088,-0.08343024771394092,0.44241218571896146,0.4702793735263249,68,14
0,0.6422763159866589,-0.02584202781445677,-0.2950615944580789,0.5860561707975759,9,2
1,0.657082912183101,0.20429795459062244,0.3544671914788451,0.4015539701196387,26,5
1,0.8802293194996242,0.24898626732645412,0.8404871117072932,0.6833950559279818,7,1
1,0.9991645042970819,0.0018349267719323104,0.20599549178744558,0.9077259187593121,16,3
1,0.9982743486506542,-0.00012822421614910873,0.8661699990959817,0.9023202487549642,7,1
1,0.9956916623976529,0.03068338305673024,0.025971613458329545,0.8727776865728202,12,2
1,0.8579990925117389,0.10010831853414703,0.5227235261888521,0.5769128098642345,13,3
1,0.9547396185873109,0.04007718425793905,0.17717257262520303,0.849904361406205,11,2
1,0.5673457822151461,0.4622491797906967,-0.33594753307483183,0.3141057220301196,9,2
1,0.972622034789725,0.9069291156293158,-0.026206078575012115,0.43599684010577416,5,1
1,0.9094323322702175,0.006104888777257567,0.8473112614891561,0.7907346525346395,15,3
1,0.8927188812399737,-0.0209996179049885,0.7881327556198989,0.7260201720119484,16,3
1,0.7918808074426882,0.4303065357369286,-0.01962827224161623,0.47887839489785633,14,3
1,0.984151609374627,-0.0037395277355943835,0.932899403357059,0.8975542584065708,9,2
1,0.6411075835265548,-0.04148542974936609,0.5378044002135903,0.596709354847298,32,6
1,0.9948483560695438,0.008576576567251748,0.3602652602357458,0.9000137402913531,9,2
1,0.9858979109963817,0.004353726257294133,0.5386918780711158,0.8896838811429032,11,2
1,0.9996049371354848,-0.00028973338115079184,0.979256332515342,0.9088723912676419,11,2
1,0.9687475711571478,-0.009080502730658635,0.9157428183695124,0.85752268574277,5,1
1,0.9998950880522561,0.00933292193388946,-0.00010404190781976297,0.9022688217107123,5,1
1,0.8473547664067116,0.7812917844195025,-0.1335616908345456,0.38017163121326475,6,1
1,0.9996024818202758,0.0054824466850667,0.004706223376425456,0.9014851913800827,9,2
1,0.6010731536058507,0.044593783237956264,0.5635786910817115,0.51145203297717,11,2
1,0.9999970689307464,2.9976015791799426e-07,0.5110648881617352,0.9090883713139135,9,2
1,0.8831176910344671,0.13638601375571113,0.5630736796775446,0.7213915551371308,10,2
0,0.7545459556835837,0.1259174626814864,-0.20501423437864796,0.638455034721355,14,3
