pred_class,p_orig,comprehensiveness,sufficiency,deletion_auc,n_words,k
1,0.9946610331535339,0.0009192228317260742,0.09019732475280762,0.8588510751724243,7,1
1,0.9744210839271545,0.05858951807022095,0.8692594766616821,0.8579596877098083,11,2
1,0.9863827228546143,0.7015799283981323,-0.009311318397521973,0.34364601969718933,23,5
1,0.9746789932250977,-0.013087987899780273,0.9682574272155762,0.8943930268287659,15,3
1,0.9956763386726379,0.00017178058624267578,0.026028037071228027,0.851658821105957,8,2
1,0.9958678483963013,3.49879264831543e-05,0.918967604637146,0.9052884578704834,18,4
1,0.9961786270141602,1.996755599975586e-05,0.9800032377243042,0.9056069850921631,5,1
1,0.9962779879570007,8.881092071533203e-06,0.0006119608879089355,0.9056190252304077,15,3
1,0.9938710927963257,0.0008803606033325195,0.9119640588760376,0.9030736684799194,5,1
1,0.9362961053848267,-0.012436330318450928,0.9002251625061035,0.8643307089805603,8,2
1,0.9953730702400208,0.00017076730728149414,0.9893257021903992,0.904818594455719,7,1
1,0.9955037236213684,0.007801651954650879,0.0018140673637390137,0.9013528227806091,6,1
1,0.992084801197052,-0.001843869686126709,0.9874141812324524,0.8979347348213196,8,2
1,0.9732341766357422,0.0038091540336608887,0.9657261371612549,0.8400156497955322,12,2
1,0.9903562664985657,0.9267750978469849,-0.003812253475189209,0.2962338626384735,8,2
1,0.9921960830688477,-0.0016847848892211914,0.9865673780441284,0.903446614742279,23,5
1,0.9873607158660889,-0.0030984878540039062,0.9826118350028992,0.8928799033164978,14,3
1,0.5805242657661438,-0.08563172817230225,0.5743017196655273,0.36762553453445435,18,4
1,0.9942578077316284,-0.0005882978439331055,0.990111768245697,0.8753429651260376,14,3
1,0.9870409965515137,0.0013989806175231934,0.8621181845664978,0.8965603113174438,8,2
1,0.9820461869239807,0.003989756107330322,0.9601780772209167,0.8926979303359985,20,4
1,0.6965985894203186,-0.14336884021759033,0.12248390913009644,0.7597259879112244,10,2
0,0.820539116859436,0.032503604888916016,-0.15995275974273682,0.7772996425628662,52,10
1,0.9743216037750244,-0.004458129405975342,0.959640622138977,0.8897247314453125,38,8
1,0.9892047643661499,0.09312844276428223,-0.0050620436668396,0.8396730422973633,27,5
1,0.9908381104469299,0.00199049711227417,0.9120832681655884,0.8992583751678467,13,3
1,0.9961651563644409,5.996227264404297e-05,0.36057835817337036,0.9033205509185791,8,2
1,0.9955950379371643,0.00015228986740112305,0.97401362657547,0.9050174951553345,5,1
1,0.9958166480064392,-0.0001360774040222168,0.9594357013702393,0.9053530097007751,8,2
1,0.9961940050125122,0.040506064891815186,0.0042144060134887695,0.8820844292640686,5,1
1,0.995979905128479,0.956527590751648,0.0019884705543518066,0.24672871828079224,8,2
1,0.9301955699920654,-0.051323652267456055,0.9225553274154663,0.8784858584403992,11,2
1,0.9434028267860413,0.9389663338661194,-0.04217827320098877,0.16635841131210327,58,12
1,0.9959946870803833,0.00017249584197998047,0.03836315870285034,0.9053735136985779,7,1
1,0.9400550127029419,0.006612837314605713,0.9355603456497192,0.8595504760742188,13,3
1,0.9693160057067871,-0.011555671691894531,0.8987549543380737,0.8897340893745422,17,3
1,0.9955447316169739,2.0563602447509766e-05,0.2708538770675659,0.9038357138633728,15,3
1,0.9961677193641663,-1.0788440704345703e-05,0.8707985877990723,0.9056238532066345,11,2
1,0.9640077948570251,-0.005961775779724121,0.9514408707618713,0.8794766068458557,10,2
1,0.9956527948379517,0.0008188486099243164,0.6737059354782104,0.9046062231063843,5,1
1,0.9952138662338257,0.00018346309661865234,0.6439225673675537,0.9046785831451416,17,3
1,0.9758908152580261,-0.0012121796607971191,0.9588825702667236,0.8864402174949646,5,1
1,0.9941350817680359,0.0006933808326721191,0.9525331854820251,0.6795993447303772,8,2
1,0.9379035830497742,0.004841268062591553,0.922244131565094,0.808976411819458,5,1
1,0.9951270818710327,-0.00023192167282104492,0.9844149947166443,0.9047549962997437,6,1
1,0.9954220652580261,0.001378774642944336,0.0022625327110290527,0.9042440056800842,7,1
1,0.9897655248641968,-0.00261002779006958,0.9852166175842285,0.6871967315673828,10,2
1,0.9963018894195557,-1.8715858459472656e-05,0.004720509052276611,0.9057109355926514,13,3
1,0.9964304566383362,-7.212162017822266e-06,0.005566239356994629,0.9057760834693909,34,7
1,0.9960740804672241,-2.3603439331054688e-05,0.0006628632545471191,0.9055600762367249,11,2
1,0.9879587888717651,0.006676077842712402,0.3454347252845764,0.8894115686416626,9,2
1,0.9960011839866638,0.0075980424880981445,0.01566559076309204,0.8570643067359924,6,1
1,0.9873746633529663,0.21271753311157227,0.013218462467193604,0.6507685780525208,9,2
0,0.5529012084007263,0.1070493757724762,-0.4393652677536011,0.44564083218574524,12,2
1,0.9917911291122437,-0.0006824731826782227,0.9858322143554688,0.8983607888221741,57,11
1,0.9569976925849915,-0.032389938831329346,0.9524428248405457,0.8413525223731995,17,3
1,0.8619683384895325,0.04447692632675171,0.855738639831543,0.6981326937675476,8,2
1,0.9954745173454285,3.898143768310547e-05,0.982306718826294,0.9049639105796814,6,1
1,0.9801759123802185,0.43540018796920776,-0.012461602687835693,0.5623408555984497,37,7
1,0.9960894584655762,-0.00016558170318603516,0.9855988621711731,0.9056426882743835,24,5
1,0.9953060746192932,0.0014216899871826172,0.947626531124115,0.904193103313446,7,1
1,0.9955546259880066,0.0004570484161376953,0.9281667470932007,0.9048306941986084,7,1
1,0.8858245611190796,-0.0012718439102172852,0.8664343953132629,0.765803873538971,6,1
1,0.8361240029335022,-0.013298451900482178,0.6123917102813721,0.6744300723075867,18,4
1,0.9827755093574524,-0.006444334983825684,0.9753406047821045,0.8977277874946594,10,2
1,0.5253698825836182,0.5181287527084351,0.519782543182373,0.13848994672298431,9,2
1,0.9360576868057251,-0.025321125984191895,0.9288851618766785,0.8201137185096741,7,1
1,0.9713016748428345,0.6652063131332397,-0.020854711532592773,0.34884026646614075,9,2
1,0.9962803721427917,3.5643577575683594e-05,0.8531901240348816,0.9056648015975952,25,5
1,0.6438901424407959,-0.06279093027114868,0.639223575592041,0.6618510484695435,63,13
1,0.9943922162055969,0.049847960472106934,0.005009055137634277,0.8788578510284424,6,1
1,0.9342726469039917,-0.03646665811538696,0.9253637194633484,0.8719844818115234,9,2
1,0.986156165599823,-0.008411586284637451,0.9815872311592102,0.8868235945701599,8,2
1,0.91204434633255,0.1438688039779663,0.8886415958404541,0.7825291156768799,16,3
1,0.9931459426879883,-0.0015653371810913086,0.986105740070343,0.9036739468574524,5,1
1,0.9845199584960938,-0.006528735160827637,0.9788589477539062,0.8436965346336365,9,2
1,0.6584640145301819,-0.08592796325683594,0.6511285901069641,0.6438804268836975,6,1
1,0.9640294313430786,0.00415956974029541,0.6912230849266052,0.8762698769569397,8,2
1,0.8396450281143188,0.835450291633606,-0.13200372457504272,0.12156073749065399,20,4
1,0.9958289265632629,0.00013071298599243164,0.3270549178123474,0.905160665512085,12,2
1,0.9932635426521301,-0.0020900368690490723,0.9878044128417969,0.9041730761528015,11,2
1,0.9930828809738159,0.002062976360321045,0.060840606689453125,0.9014047384262085,15,3
1,0.9913261532783508,0.0038163065910339355,0.974621057510376,0.8466956615447998,9,2
1,0.9949794411659241,0.002853989601135254,0.0014879703521728516,0.9035919308662415,12,2
1,0.9961972236633301,9.59634780883789e-05,0.0034676194190979004,0.9029810428619385,12,2
1,0.9949464201927185,0.00018346309661865234,0.9891743659973145,0.9044010639190674,7,1
1,0.9951300621032715,-0.00018960237503051758,0.9892078638076782,0.9035869240760803,7,1
